species,latitude,longitude,date_time,wind_speed,temperature,pressure,humidity
elephant,-1.9264745815846835,30.116563492561156,2025-02-27T12:10:16,5.115706995139197,26.717393927304272,1008.3898141822809,57.50958303419285
otter,-1.9843043508364284,30.069300016820897,2025-02-27T05:09:04,2.7093317554562364,19.39876098680454,1010.5638463282627,70.89446849258823
horse,-1.9726777917640457,30.032157939569135,2025-02-27T01:32:30,4.649078205075521,22.474206637795113,1018.0741161333676,74.10669489393456
turkey,-1.9416213156644235,30.116689369379994,2025-02-27T05:37:41,9.78459332309269,20.84597327202899,1010.0871478498427,58.45676045574505
horse,-1.9768156059765165,30.13788675361177,2025-02-27T16:14:10,5.239485405799872,28.757130745156353,1019.1915049613174,58.88485062323022
horse,-1.9232145350509053,30.14924359412527,2025-02-27T17:51:12,14.431467777820915,20.48937466279812,1013.4978962338384,67.35695220592604
otter,-1.9899278522978476,30.102529320899375,2025-02-27T22:36:02,12.670014048740445,18.833428230376704,1006.3071705923054,61.92287573175557
muledeer,-1.984332725160103,30.07405766262134,2025-02-27T15:56:47,3.1991973878919704,22.417026532814056,1016.4195930101389,67.4609836007546
turkey,-1.9565848817234728,30.011123775016355,2025-02-27T04:25:05,0.8365185444601153,17.89448284291636,1019.9396148882047,68.58477710203805
lion,-1.976087401417857,30.072940121936217,2025-02-27T10:55:39,4.012139950733891,24.26246355368439,1019.4502268445248,59.31554083131826
elephant,-1.9644482636935188,30.04440912108912,2025-02-27T16:11:12,14.298918536727255,19.096543525994754,1013.2202988153145,67.84615371054635
muledeer,-1.9113100160070247,30.004869175956888,2025-02-27T03:14:39,13.117917788320746,23.148181531024054,1018.6301673749925,54.58942228176936
muledeer,-1.9601235200508167,30.066929495629267,2025-02-27T01:57:26,9.247374066010016,24.0503731956573,1019.1179751993195,53.0656974534639
otter,-1.9318699614464543,30.049713994698962,2025-02-27T21:43:10,10.594891973505895,24.060141941148093,1011.6271957192977,78.57895989092461
muledeer,-1.9519186077897135,30.00236217440934,2025-02-27T23:32:36,10.333695031358227,18.81494846926723,1009.534590509322,71.02292567496265
muledeer,-1.9884771585534393,30.048862172198127,2025-02-27T14:10:26,2.963423469539838,24.261703639356156,1012.7315272829263,53.73166215549921
turkey,-1.9179047874072737,30.07339077478754,2025-02-27T00:15:55,9.220990113160104,23.26699510075872,1015.914243120238,75.21286653445267
horse,-1.9160314309857998,30.116618684963775,2025-02-27T21:32:12,2.1177609823981376,26.37391685436493,1017.8927589765896,72.69786553792363
muledeer,-1.9077532646689532,30.0666482804366,2025-02-27T13:17:41,3.1193515272931505,27.85583178493114,1019.9705037401135,58.203167701502174
horse,-1.9878099072023514,30.120919130839006,2025-02-27T19:53:10,12.935171534006956,19.732027808921398,1019.30737663862,77.35580145856513
muledeer,-1.9736317247848796,30.14559736668331,2025-02-27T20:45:12,9.965234997067004,19.705161635445744,1015.2637048575488,78.48178111656212
muledeer,-1.9073563317834927,30.126540623998523,2025-02-27T21:30:24,12.580957230020552,21.520567398631393,1016.3182632379803,74.73673023472095
lion,-1.9236306923531412,30.035028981182915,2025-02-27T09:38:50,12.170385293008653,25.115140321633355,1019.7188915102652,60.33772064186068
otter,-1.900013281005417,30.149277819743173,2025-02-27T02:35:26,2.1536298848844955,25.639966008389848,1018.1272346434351,57.38908279837585
muledeer,-1.9011446182379466,30.12588981504133,2025-02-27T08:57:11,9.395065726520741,16.316212295844625,1011.1229688183308,66.84452009535957
muledeer,-1.958768668094953,30.003947501753263,2025-02-27T19:18:30,11.750009557417268,16.290752717855625,1016.4109440983651,50.000365805778806
otter,-1.9173841919034342,30.011278635589832,2025-02-27T00:36:39,7.463321179232013,18.07912200389783,1007.2987729297408,70.10540811196874
elephant,-1.9736766932269147,30.00810344931074,2025-02-27T18:46:38,13.955022069401986,16.26235830749366,1015.7784811252044,56.589362861636
turkey,-1.985848264022516,30.004348239475103,2025-02-27T07:36:29,4.189476053831915,17.97868716683378,1013.8464033107605,64.97996213502356
horse,-1.9566973985288085,30.111328176290687,2025-02-27T18:32:24,6.265206814886685,15.936782847673246,1009.275883996925,67.48151388802926
otter,-1.9582781193858187,30.147350756841053,2025-02-27T01:32:41,10.833969083291036,24.434542546899458,1015.2996645558435,52.17915054247489
horse,-1.9212869201531775,30.116070765836753,2025-02-27T01:22:21,8.938450795368357,21.95798390708583,1017.7331296341727,53.07943221379834
lion,-1.946653088643184,30.084052809141458,2025-02-27T13:58:15,4.356672340440752,27.129287293647188,1010.1087836392553,50.64075534841132
turkey,-1.9708262094816733,30.09049308434885,2025-02-27T01:22:55,3.2641340734375426,25.193437042479843,1007.1371530101144,64.63845858510447
turkey,-1.9408359261038466,30.095758744099413,2025-02-27T17:00:06,14.931121804000343,26.53087428155618,1009.9542775763612,53.74598702740279
horse,-1.9617470720266912,30.070094263714832,2025-02-27T09:35:40,4.13690510640291,21.500340879452025,1017.053123373271,74.76813481602501
turkey,-1.9198776244475264,30.017666556000346,2025-02-27T07:24:16,5.46800079325232,16.681023115953185,1005.0922985001479,53.70903378444758
elephant,-1.9456067843443634,30.123108802444435,2025-02-27T23:11:51,12.709010350858327,26.976957060767667,1007.2318956648041,59.612715623084725
turkey,-1.9064828458350667,30.03440271151624,2025-02-27T22:15:45,10.024831082682947,24.17506552842704,1017.0836062022368,61.79954744362634
turkey,-1.9232571045743068,30.137606596219456,2025-02-27T12:58:06,8.872674935618935,27.194935161001716,1009.5482501581741,77.31422379798157
horse,-1.9814726547601778,30.116797352398645,2025-02-27T19:22:36,0.06877820241057597,28.965418972501375,1007.7461754037105,74.60308639720716
elephant,-1.9760346661344677,30.119179860259923,2025-02-27T11:35:33,1.5384663567516466,29.748422713860897,1005.1375409293003,64.39485238437045
turkey,-1.9450707669217224,30.075795078672723,2025-02-27T04:54:30,11.586976130603418,29.491161318074717,1016.4881474288864,65.79971928084537
elephant,-1.9157388742523895,30.13140249937396,2025-02-27T16:49:55,7.030654350339533,19.587586077530226,1005.4504285711491,74.53576463876536
otter,-1.9435433330503091,30.104935243772353,2025-02-27T10:23:33,10.90495814941903,24.760658419789067,1008.1366492738119,50.518459691536286
elephant,-1.903948195014639,30.096074319304936,2025-02-27T01:44:48,9.171061022270584,24.96221872418691,1017.5815384689632,63.729411127997835
elephant,-1.9490430125299802,30.103891995457197,2025-02-27T02:56:53,4.368587718444903,22.004865836713016,1012.1327846225631,55.18770059889381
muledeer,-1.9411455838914335,30.05843138919464,2025-02-27T23:08:22,14.449599984213508,24.06821213386744,1007.6757299275233,61.29002646262364
muledeer,-1.9340613695848623,30.055201089853966,2025-02-27T20:55:32,1.3088427203341746,17.981433788407397,1012.7805450268968,54.78923118477227
turkey,-1.9588186191861436,30.02756434048139,2025-02-27T01:21:46,7.46501261203256,25.214741805005296,1010.3658327810416,71.33590639244542
horse,-1.9404844109579455,30.001039878284374,2025-02-27T11:05:11,1.8014852249597701,27.658508027888246,1005.2101417730606,71.19875489524456
lion,-1.956324603250185,30.050698948786994,2025-02-27T03:25:48,2.589654998974775,15.462901589280836,1007.4826859163194,52.032301465117826
otter,-1.9015329145298838,30.0223132995783,2025-02-27T08:04:14,10.157904818605383,16.87353148433883,1009.7296782168482,68.73983619063267
turkey,-1.9168050049627536,30.091516754532613,2025-02-27T05:24:48,5.396958190624996,22.3853809409673,1009.3632874168558,77.99718863485069
otter,-1.961946809973043,30.02540072110108,2025-02-27T04:49:31,2.1601560405708,27.171611758131327,1014.9772928225767,77.54718890522871
muledeer,-1.949349429301806,30.068197191829107,2025-02-27T13:20:31,1.719615257219349,22.47522837964616,1013.391559358055,77.10704272428211
turkey,-1.9467026149773898,30.142155971609938,2025-02-27T01:12:49,8.314460829238747,29.12053103509198,1007.7914737812026,76.98549050776612
lion,-1.9816559436686945,30.12756479723523,2025-02-27T21:27:55,12.210884559355922,24.37247950386966,1008.0252711539894,63.35773851150631
horse,-1.922679833733293,30.096306336756335,2025-02-27T20:21:51,14.882615544758952,25.519948121164056,1016.2160684100818,60.751612830398564
turkey,-1.987123412753329,30.139106160549428,2025-02-27T13:33:43,6.3499810610121274,22.461549759451906,1015.9535623793832,50.2846393871708
elephant,-1.9123845208296755,30.109834334257698,2025-02-27T19:50:02,9.888956597877515,20.021161192359017,1012.8567070344499,58.054631027540864
horse,-1.9652348956204502,30.03873207655471,2025-02-27T18:16:53,9.71040369996616,26.303813038239284,1017.3258777515543,77.74799918866087
horse,-1.9823308573802247,30.067751050534376,2025-02-27T11:24:25,4.974579603746994,23.924518295862207,1017.63509046084,73.23363746171712
muledeer,-1.9086276121650114,30.066278397863385,2025-02-27T08:12:22,5.557166230158584,22.533394536374903,1010.5519004924319,58.85002786365934
muledeer,-1.9846728284256425,30.039795206655658,2025-02-27T00:50:37,1.512188788975416,23.065417079262573,1017.0650264355205,74.30243418183797
turkey,-1.9759774402654975,30.012199336027386,2025-02-27T08:45:23,10.19859251841028,23.47236029484724,1010.9792553910756,68.14141800283883
elephant,-1.943205891515165,30.014086902309934,2025-02-27T07:35:50,1.0674204029036383,17.826131748959423,1011.931500468837,70.58563175536153
elephant,-1.9143862752265588,30.01770869225156,2025-02-27T00:41:32,5.97435220921361,25.453678857794454,1008.2800353050118,57.26993610004169
lion,-1.9832531017207446,30.14926508217824,2025-02-27T11:14:29,6.679818451651774,15.237089149725946,1007.9426286258403,59.50771786328298
turkey,-1.925473630918949,30.074797563181622,2025-02-27T21:17:17,9.254488027436086,16.364192436045638,1013.3629720563631,64.84585104268167
elephant,-1.9822526065504142,30.139761323419172,2025-02-27T14:57:20,13.42132837632598,29.20010626505513,1012.3280905674637,68.49145092944575
lion,-1.917910088012902,30.030610678878382,2025-02-27T21:26:52,0.21463943440111655,25.38034833229068,1013.499857560865,72.65379739508008
muledeer,-1.9013611365847867,30.04542679091003,2025-02-27T01:43:42,5.81867928944418,28.439443027042852,1011.4337099629041,71.30504381604591
otter,-1.915279799600846,30.08310043070915,2025-02-27T05:12:50,9.117619399325921,26.650321842924637,1018.2454865797322,72.6336610313832
horse,-1.9130195089707105,30.112884593666628,2025-02-27T06:43:54,7.894908130808469,19.340210970843582,1008.6946466990182,55.323130814814846
horse,-1.9786610406429967,30.07193228882588,2025-02-27T11:40:04,4.8211301335578245,20.34415551156551,1019.7228254066571,59.314390436937295
otter,-1.9852542390769505,30.145646883958904,2025-02-27T17:15:48,12.18396567728505,15.62825274495507,1008.8203113892221,52.303485425352626
muledeer,-1.9490106683975668,30.051658966791734,2025-02-27T14:47:12,0.9007082525704108,19.6588813769836,1011.4594082697988,54.43263068939223
otter,-1.9205388104515417,30.07024788352385,2025-02-27T02:28:18,9.86166510021057,26.275399877301325,1012.7184101019612,65.58593763785628
turkey,-1.9559254263311898,30.023808016494595,2025-02-27T06:26:59,0.9271575182953251,21.626696168721455,1014.2853170786411,53.4985891549065
muledeer,-1.9710190582570137,30.06792477906504,2025-02-27T06:38:22,6.57941201687587,21.574551666858653,1013.4925384857249,66.02619971175811
muledeer,-1.9425756038005821,30.027971374386638,2025-02-27T08:50:18,2.789197444084073,25.905652187797116,1016.1713667118386,55.76906413303747
otter,-1.929923357634911,30.11097940225533,2025-02-27T18:09:02,6.921267213712779,17.324302813061983,1006.568904598419,51.112408180700626
otter,-1.918405473118246,30.1458975053133,2025-02-27T18:14:37,7.602437038114902,27.024893352007723,1016.3780333118225,60.65842637209147
horse,-1.93130661486204,30.0369786231503,2025-02-27T06:20:01,3.7994395658875266,23.0980335464509,1008.8666491488124,60.59071311318179
muledeer,-1.9623175856399822,30.0756493612177,2025-02-27T17:10:21,6.406895588747553,25.594503788667044,1011.7832312409859,65.45387589391163
turkey,-1.93937944385313,30.110505373112627,2025-02-27T03:58:27,6.036711454025872,16.860065262507604,1012.3076245548672,78.62088233232349
horse,-1.914758962584843,30.10503390370716,2025-02-27T01:48:59,0.6376891104587573,23.55264855112494,1015.5173556303365,74.43824925549926
otter,-1.9122125968044354,30.08956058053953,2025-02-27T07:32:05,7.003303743489688,27.899980617640985,1009.3909354143335,73.7092910807964
lion,-1.9566076613231533,30.078589838022992,2025-02-27T18:45:01,12.196838663487382,20.70111566674447,1006.9828417556772,52.380299854951765
horse,-1.9664993315402595,30.08121072325415,2025-02-27T02:25:35,14.563970057302063,25.051045346624914,1019.6353359859511,64.09854913962761
